********************************************************************************************
* Machine    : sanbgw:SanBGW (SanBGW) (Instance001)                                        *
4448  1608  06/30 08:20:14 1087893 CVDC_FileSystem::CFSClientConfig::parseArguments(65) - --- 0:00.648411 
4448  1608  06/30 08:20:14 1087893 DistributedIDA::CMaster::registerWithJM(856) - Use jm control role [1]
4448  1608  06/30 08:20:14 1087893 Init() - Initializing job control [token=1087893:4:1:0:0:60912,cn=sanbgw], serverName [cms01039c1us02.cvmscloud.commvault.com], ControlFlag [1], Job Id [1087893]
4448  1608  06/30 08:20:14 1087893 CVJobCtrlLog::registerProcess(): successfully created file [C:\Program Files\Metallic\ContentStore\Base\JobControl\4.448]
4448  1608  06/30 08:20:14 1087893 JM Client  CVJobClient::initialize(): Got remote host [cms01039c1us02.cvmscloud.commvault.com].
4448  1608  06/30 08:20:14 1087893 JM Client  CVBkpJobClient::init(): Initializing job object with token [1087893:4:1:0:0:60912].
4448  1608  06/30 08:20:14 1087893 CVGit::GitBackupCoordinator::loadNodeConfiguration(682) - adding access node [sanbgw]
4448  1608  06/30 08:20:14 1087893 AutoStreamHandler::GetMaxNumberOfStreamsInternal(41) - Backup nodes: 1, Optimal number of Data Readers: 4
4448  1608  06/30 08:20:14 1087893 DistributedIDA::ICoordinator::UpdateSubclientDirectory(572) - Subclient directory distribution is not enabled.
4448  1608  06/30 08:20:15 1087893 CVDC_FileSystem::CFSClientConfig::parseArguments(65) - +++ 
4448  1608  06/30 08:20:15 1087893 GetSubclientFolderByAppType() - Building generic JobResults directory, AppTypeId=134
4448  1608  06/30 08:20:15 1087893 CVDC_FileSystem::CFSClientConfig::parseArguments(87) - UseIncrementalImageMode=0
4448  1608  06/30 08:20:15 1087893 CVDC_FileSystem::CFSClientConfig::parseArguments(123) - Reference time = 0
4448  1608  06/30 08:20:15 1087893 CVDC_FileSystem::CFSClientConfig::parseArguments(146) - numWorkers is not set in argument, using the default value= 2
4448  1608  06/30 08:20:15 1087893 CVDC_FileSystem::CFSClientConfig::parseArguments(160) - numstreams is found in argument, value = 4
4448  1608  06/30 08:20:15 1087893 CVDC_FileSystem::CFSClientConfig::parseArguments(165) - earlyStubBackup=0
4448  1608  06/30 08:20:15 1087893 CVDC_FileSystem::CFSClientConfig::parseArguments(169) - ScanError=0
4448  1608  06/30 08:20:15 1087893 GetSubclientFolderByAppType() - Building generic JobResults directory, AppTypeId=134
4448  1608  06/30 08:20:15 1087893 CVDC_FileSystem::CFSClientConfig::readResgistryParams(234) - +++ 
4448  1608  06/30 08:20:15 1087893 CVDC_FileSystem::CFSClientConfig::readResgistryParams(234) - --- 0:00.014063 
4448  1608  06/30 08:20:15 1087893 CVDC_FileSystem::CFSClientConfig::parseArguments(65) - --- 0:00.295650 
4448  1608  06/30 08:20:15 1087893 CVDumpAndSweep::DumpAndSweepCoordinatorClientConfig::parseArguments(50) -  commcell id [2] app id [23674]
4448  1608  06/30 08:20:15 1087893 CVDumpAndSweep::DumpAndSweepCoordinatorClientConfig::parseArguments(63) -  Jobresult directory C:\Program Files\Metallic\ContentStore\iDataAgent\JobResults\CV_JobResults\2\0\1087893 
4448  1608  06/30 08:20:15 1087893 CVGit::GitBackupCoordinator::ReadFromContentFile(1755) - File [C:\Program Files\Metallic\ContentStore\iDataAgent\JobResults\2\23674\GitContentInfo.cvf] not found
4448  1608  06/30 08:20:16 1087893 CvJson::GetStringValue() - Exception getting value [id] - value type is 4 not 2
4448  1608  06/30 08:20:16 1087893 CvJson::GetStringValue() - Exception getting value [id] - value type is 4 not 2
4448  1608  06/30 08:20:16 1087893 CvJson::GetStringValue() - Exception getting value [id] - value type is 4 not 2
4448  1608  06/30 08:20:16 1087893 DistributedIDA::CMaster::handleEventError(1083) - 0x80070306:{DistributedIDA::CMaster::initialize(453)} + {CVGit::GitBackupCoordinator::initialize(122)} + {CVGit::GitBackupCoordinator::initializeInternal(236)} + {CVGit::GitBackupCoordinator::GetRepoDetailsFromSubClientForGitHub(314)/W32.774.(One or more errors occurred while processing the request. (ERROR_ERRORS_ENCOUNTERED.774))-Failed to get repository list. Please verify access token and organization details are correct.}
4448  1608  06/30 08:20:16 1087893 DistributedIDA::CMaster::endPhaseTasks(3848) - Make sure all streams are released now.
4448  1608  06/30 08:20:16 1087893 DistributedIDA::CMaster::endPhaseTasks(3870) - m_jsStatus:2 m_jsStatusFor:2 m_jsPendingCause:4
4448  1608  06/30 08:20:16 1087893 BKP CALLED COMPLETE (JOB Status::FAIL), 1087893. Token [1087893:4:1:0:0:60912]
4448  1d80  06/30 08:20:17 1087893 CVJobCtrlLog::unregisterProcess(): successfully removed file [C:\Program Files\Metallic\ContentStore\Base\JobControl\4.448]
4448  1608  06/30 08:20:17 1087893 CVGit::GitBackupCoordinator::~GitBackupCoordinator(87) - Get Project List: 0:00.000000, 0 samples, 0:00.000000 average, 0/second
4448  1608  06/30 08:20:17 1087893 CVGit::GitBackupCoordinator::~GitBackupCoordinator(88) - Get Repository List: 0:00.264140, 1 samples, 0:00.264140 average, 3/second
4448  1608  06/30 08:20:17 1087893 CVGit::GitBackupCoordinator::~GitBackupCoordinator(89) - Get Project Info: 0:00.000000, 0 samples, 0:00.000000 average, 0/second
4448  1608  06/30 08:20:17 1087893 main(152) - 0x80070306:{DistributedIDA::CMaster::initialize(453)} + {CVGit::GitBackupCoordinator::initialize(122)} + {CVGit::GitBackupCoordinator::initializeInternal(236)} + {CVGit::GitBackupCoordinator::GetRepoDetailsFromSubClientForGitHub(314)/W32.774.(One or more errors occurred while processing the request. (ERROR_ERRORS_ENCOUNTERED.774))-Failed to get repository list. Please verify access token and organization details are correct.}
4448  1608  06/30 08:20:17 1087893 main(160) - ---------------------
4448  1608  06/30 08:20:17 1087893 main(161) - ENDING DistributedIDA
4448  1608  06/30 08:20:17 1087893 main(162) - =====================
6884  1104  06/30 08:31:46 1087923 DistributedIDA::CMaster::InitializeEvEvent(328) - =======================
6884  1104  06/30 08:31:46 1087923 DistributedIDA::CMaster::InitializeEvEvent(329) - STARTING DistributedIDA
6884  1104  06/30 08:31:46 1087923 DistributedIDA::CMaster::InitializeEvEvent(330) - -----------------------
6884  1104  06/30 08:31:46 1087923 CVDC_FileSystem::CFSClientConfig::parseArguments(65) - +++ 
6884  1104  06/30 08:31:46 1087923 isCCSDbEnabled() - Use CCSDb Enabled [0] IsCloudLaptop [0] IsFSCoreLaptop [0]
6884  1104  06/30 08:31:46 1087923 Cvcl::init() - CVCL: Running in FIPS Mode
6884  1104  06/30 08:31:46 1087923 GetSubclientFolderByAppType() - Building generic JobResults directory, AppTypeId=134
6884  1104  06/30 08:31:46 1087923 CVDC_FileSystem::CFSClientConfig::parseArguments(87) - UseIncrementalImageMode=0
6884  1104  06/30 08:31:46 1087923 CVDC_FileSystem::CFSClientConfig::parseArguments(123) - Reference time = 0
6884  1104  06/30 08:31:46 1087923 CVDC_FileSystem::CFSClientConfig::parseArguments(146) - numWorkers is not set in argument, using the default value= 2
6884  1104  06/30 08:31:46 1087923 CVDC_FileSystem::CFSClientConfig::parseArguments(160) - numstreams is found in argument, value = 4
6884  1104  06/30 08:31:46 1087923 CVDC_FileSystem::CFSClientConfig::parseArguments(165) - earlyStubBackup=0
6884  1104  06/30 08:31:46 1087923 CVDC_FileSystem::CFSClientConfig::parseArguments(169) - ScanError=0
6884  1104  06/30 08:31:46 1087923 GetSubclientFolderByAppType() - Building generic JobResults directory, AppTypeId=134
6884  1104  06/30 08:31:46 1087923 CVDC_FileSystem::CFSClientConfig::readResgistryParams(234) - +++ 
6884  1104  06/30 08:31:46 1087923 CVDC_FileSystem::CFSClientConfig::readResgistryParams(234) - --- 0:00.014980 
6884  1104  06/30 08:31:46 1087923 CVDC_FileSystem::CFSClientConfig::parseArguments(65) - --- 0:00.691814 
6884  1104  06/30 08:31:46 1087923 DistributedIDA::CMaster::registerWithJM(856) - Use jm control role [1]
6884  1104  06/30 08:31:46 1087923 Init() - Initializing job control [token=1087923:4:1:0:0:57231,cn=sanbgw], serverName [cms01039c1us02.cvmscloud.commvault.com], ControlFlag [1], Job Id [1087923]
6884  1104  06/30 08:31:47 1087923 CVJobCtrlLog::registerProcess(): successfully created file [C:\Program Files\Metallic\ContentStore\Base\JobControl\6.884]
6884  1104  06/30 08:31:47 1087923 JM Client  CVJobClient::initialize(): Got remote host [cms01039c1us02.cvmscloud.commvault.com].
6884  1104  06/30 08:31:47 1087923 JM Client  CVBkpJobClient::init(): Initializing job object with token [1087923:4:1:0:0:57231].
6884  1104  06/30 08:31:47 1087923 CVGit::GitBackupCoordinator::loadNodeConfiguration(682) - adding access node [sanbgw]
6884  1104  06/30 08:31:47 1087923 AutoStreamHandler::GetMaxNumberOfStreamsInternal(41) - Backup nodes: 1, Optimal number of Data Readers: 4
6884  1104  06/30 08:31:47 1087923 DistributedIDA::ICoordinator::UpdateSubclientDirectory(572) - Subclient directory distribution is not enabled.
6884  1104  06/30 08:31:47 1087923 CVDC_FileSystem::CFSClientConfig::parseArguments(65) - +++ 
6884  1104  06/30 08:31:47 1087923 GetSubclientFolderByAppType() - Building generic JobResults directory, AppTypeId=134
6884  1104  06/30 08:31:47 1087923 CVDC_FileSystem::CFSClientConfig::parseArguments(87) - UseIncrementalImageMode=0
6884  1104  06/30 08:31:47 1087923 CVDC_FileSystem::CFSClientConfig::parseArguments(123) - Reference time = 0
6884  1104  06/30 08:31:47 1087923 CVDC_FileSystem::CFSClientConfig::parseArguments(146) - numWorkers is not set in argument, using the default value= 2
6884  1104  06/30 08:31:47 1087923 CVDC_FileSystem::CFSClientConfig::parseArguments(160) - numstreams is found in argument, value = 4
6884  1104  06/30 08:31:47 1087923 CVDC_FileSystem::CFSClientConfig::parseArguments(165) - earlyStubBackup=0
6884  1104  06/30 08:31:47 1087923 CVDC_FileSystem::CFSClientConfig::parseArguments(169) - ScanError=0
6884  1104  06/30 08:31:47 1087923 GetSubclientFolderByAppType() - Building generic JobResults directory, AppTypeId=134
6884  1104  06/30 08:31:47 1087923 CVDC_FileSystem::CFSClientConfig::readResgistryParams(234) - +++ 
6884  1104  06/30 08:31:47 1087923 CVDC_FileSystem::CFSClientConfig::readResgistryParams(234) - --- 0:00.017920 
6884  1104  06/30 08:31:47 1087923 CVDC_FileSystem::CFSClientConfig::parseArguments(65) - --- 0:00.263374 
6884  1104  06/30 08:31:47 1087923 CVDumpAndSweep::DumpAndSweepCoordinatorClientConfig::parseArguments(50) -  commcell id [2] app id [23674]
6884  1104  06/30 08:31:47 1087923 CVDumpAndSweep::DumpAndSweepCoordinatorClientConfig::parseArguments(63) -  Jobresult directory C:\Program Files\Metallic\ContentStore\iDataAgent\JobResults\CV_JobResults\2\0\1087923 
6884  1104  06/30 08:31:48 1087923 CVGit::GitBackupCoordinator::ReadFromContentFile(1755) - File [C:\Program Files\Metallic\ContentStore\iDataAgent\JobResults\2\23674\GitContentInfo.cvf] not found
6884  1104  06/30 08:31:48 1087923 CvJson::GetStringValue() - Exception getting value [id] - value type is 4 not 2
6884  1104  06/30 08:31:48 1087923 CvJson::GetStringValue() - Exception getting value [id] - value type is 4 not 2
6884  1104  06/30 08:31:48 1087923 CvJson::GetStringValue() - Exception getting value [id] - value type is 4 not 2
6884  1104  06/30 08:31:48 1087923 DistributedIDA::CMaster::handleEventError(1083) - 0x80070306:{DistributedIDA::CMaster::initialize(453)} + {CVGit::GitBackupCoordinator::initialize(122)} + {CVGit::GitBackupCoordinator::initializeInternal(236)} + {CVGit::GitBackupCoordinator::GetRepoDetailsFromSubClientForGitHub(314)/W32.774.(One or more errors occurred while processing the request. (ERROR_ERRORS_ENCOUNTERED.774))-Failed to get repository list. Please verify access token and organization details are correct.}
6884  1104  06/30 08:31:48 1087923 DistributedIDA::CMaster::endPhaseTasks(3848) - Make sure all streams are released now.
6884  1104  06/30 08:31:48 1087923 DistributedIDA::CMaster::endPhaseTasks(3870) - m_jsStatus:2 m_jsStatusFor:2 m_jsPendingCause:4
6884  1104  06/30 08:31:48 1087923 BKP CALLED COMPLETE (JOB Status::FAIL), 1087923. Token [1087923:4:1:0:0:57231]
6884  560   06/30 08:31:51 1087923 CVJobCtrlLog::unregisterProcess(): successfully removed file [C:\Program Files\Metallic\ContentStore\Base\JobControl\6.884]
6884  1104  06/30 08:31:51 1087923 CVGit::GitBackupCoordinator::~GitBackupCoordinator(87) - Get Project List: 0:00.000000, 0 samples, 0:00.000000 average, 0/second
6884  1104  06/30 08:31:51 1087923 CVGit::GitBackupCoordinator::~GitBackupCoordinator(88) - Get Repository List: 0:00.297361, 1 samples, 0:00.297361 average, 3/second
6884  1104  06/30 08:31:51 1087923 CVGit::GitBackupCoordinator::~GitBackupCoordinator(89) - Get Project Info: 0:00.000000, 0 samples, 0:00.000000 average, 0/second
6884  1104  06/30 08:31:51 1087923 main(152) - 0x80070306:{DistributedIDA::CMaster::initialize(453)} + {CVGit::GitBackupCoordinator::initialize(122)} + {CVGit::GitBackupCoordinator::initializeInternal(236)} + {CVGit::GitBackupCoordinator::GetRepoDetailsFromSubClientForGitHub(314)/W32.774.(One or more errors occurred while processing the request. (ERROR_ERRORS_ENCOUNTERED.774))-Failed to get repository list. Please verify access token and organization details are correct.}
6884  1104  06/30 08:31:51 1087923 main(160) - ---------------------
6884  1104  06/30 08:31:51 1087923 main(161) - ENDING DistributedIDA
6884  1104  06/30 08:31:51 1087923 main(162) - =====================
4712  63c   06/30 08:46:17 1087953 DistributedIDA::CMaster::InitializeEvEvent(328) - =======================
4712  63c   06/30 08:46:17 1087953 DistributedIDA::CMaster::InitializeEvEvent(329) - STARTING DistributedIDA
4712  63c   06/30 08:46:17 1087953 DistributedIDA::CMaster::InitializeEvEvent(330) - -----------------------
4712  63c   06/30 08:46:17 1087953 CVDC_FileSystem::CFSClientConfig::parseArguments(65) - +++ 
4712  63c   06/30 08:46:17 1087953 isCCSDbEnabled() - Use CCSDb Enabled [0] IsCloudLaptop [0] IsFSCoreLaptop [0]
4712  63c   06/30 08:46:17 1087953 Cvcl::init() - CVCL: Running in FIPS Mode
4712  63c   06/30 08:46:17 1087953 GetSubclientFolderByAppType() - Building generic JobResults directory, AppTypeId=134
4712  63c   06/30 08:46:17 1087953 CVDC_FileSystem::CFSClientConfig::parseArguments(87) - UseIncrementalImageMode=0
4712  63c   06/30 08:46:17 1087953 CVDC_FileSystem::CFSClientConfig::parseArguments(123) - Reference time = 0
4712  63c   06/30 08:46:17 1087953 CVDC_FileSystem::CFSClientConfig::parseArguments(146) - numWorkers is not set in argument, using the default value= 2
4712  63c   06/30 08:46:17 1087953 CVDC_FileSystem::CFSClientConfig::parseArguments(160) - numstreams is found in argument, value = 4
4712  63c   06/30 08:46:17 1087953 CVDC_FileSystem::CFSClientConfig::parseArguments(165) - earlyStubBackup=0
4712  63c   06/30 08:46:17 1087953 CVDC_FileSystem::CFSClientConfig::parseArguments(169) - ScanError=0
4712  63c   06/30 08:46:17 1087953 GetSubclientFolderByAppType() - Building generic JobResults directory, AppTypeId=134
4712  63c   06/30 08:46:17 1087953 CVDC_FileSystem::CFSClientConfig::readResgistryParams(234) - +++ 
4712  63c   06/30 08:46:17 1087953 CVDC_FileSystem::CFSClientConfig::readResgistryParams(234) - --- 0:00.019745 
4712  63c   06/30 08:46:17 1087953 CVDC_FileSystem::CFSClientConfig::parseArguments(65) - --- 0:00.697891 
4712  63c   06/30 08:46:17 1087953 DistributedIDA::CMaster::registerWithJM(856) - Use jm control role [1]
4712  63c   06/30 08:46:17 1087953 Init() - Initializing job control [token=1087953:4:1:0:0:32808,cn=sanbgw], serverName [cms01039c1us02.cvmscloud.commvault.com], ControlFlag [1], Job Id [1087953]
4712  63c   06/30 08:46:18 1087953 CVJobCtrlLog::registerProcess(): successfully created file [C:\Program Files\Metallic\ContentStore\Base\JobControl\4.712]
4712  63c   06/30 08:46:18 1087953 JM Client  CVJobClient::initialize(): Got remote host [cms01039c1us02.cvmscloud.commvault.com].
4712  63c   06/30 08:46:18 1087953 JM Client  CVBkpJobClient::init(): Initializing job object with token [1087953:4:1:0:0:32808].
4712  63c   06/30 08:46:18 1087953 CVGit::GitBackupCoordinator::loadNodeConfiguration(682) - adding access node [sanbgw]
4712  63c   06/30 08:46:18 1087953 AutoStreamHandler::GetMaxNumberOfStreamsInternal(41) - Backup nodes: 1, Optimal number of Data Readers: 4
4712  63c   06/30 08:46:18 1087953 DistributedIDA::ICoordinator::UpdateSubclientDirectory(572) - Subclient directory distribution is not enabled.
4712  63c   06/30 08:46:18 1087953 CVDC_FileSystem::CFSClientConfig::parseArguments(65) - +++ 
4712  63c   06/30 08:46:18 1087953 GetSubclientFolderByAppType() - Building generic JobResults directory, AppTypeId=134
4712  63c   06/30 08:46:18 1087953 CVDC_FileSystem::CFSClientConfig::parseArguments(87) - UseIncrementalImageMode=0
4712  63c   06/30 08:46:18 1087953 CVDC_FileSystem::CFSClientConfig::parseArguments(123) - Reference time = 0
4712  63c   06/30 08:46:18 1087953 CVDC_FileSystem::CFSClientConfig::parseArguments(146) - numWorkers is not set in argument, using the default value= 2
4712  63c   06/30 08:46:18 1087953 CVDC_FileSystem::CFSClientConfig::parseArguments(160) - numstreams is found in argument, value = 4
4712  63c   06/30 08:46:18 1087953 CVDC_FileSystem::CFSClientConfig::parseArguments(165) - earlyStubBackup=0
4712  63c   06/30 08:46:18 1087953 CVDC_FileSystem::CFSClientConfig::parseArguments(169) - ScanError=0
4712  63c   06/30 08:46:18 1087953 GetSubclientFolderByAppType() - Building generic JobResults directory, AppTypeId=134
4712  63c   06/30 08:46:18 1087953 CVDC_FileSystem::CFSClientConfig::readResgistryParams(234) - +++ 
4712  63c   06/30 08:46:18 1087953 CVDC_FileSystem::CFSClientConfig::readResgistryParams(234) - --- 0:00.014822 
4712  63c   06/30 08:46:18 1087953 CVDC_FileSystem::CFSClientConfig::parseArguments(65) - --- 0:00.247882 
4712  63c   06/30 08:46:18 1087953 CVDumpAndSweep::DumpAndSweepCoordinatorClientConfig::parseArguments(50) -  commcell id [2] app id [23682]
4712  63c   06/30 08:46:18 1087953 CVDumpAndSweep::DumpAndSweepCoordinatorClientConfig::parseArguments(63) -  Jobresult directory C:\Program Files\Metallic\ContentStore\iDataAgent\JobResults\CV_JobResults\2\0\1087953 
4712  63c   06/30 08:46:18 1087953 CVGit::GitBackupCoordinator::ReadFromContentFile(1755) - File [C:\Program Files\Metallic\ContentStore\iDataAgent\JobResults\2\23682\GitContentInfo.cvf] not found
4712  63c   06/30 08:46:19 1087953 CvJson::GetStringValue() - Exception getting value [id] - value type is 4 not 2
4712  63c   06/30 08:46:19 1087953 CvJson::GetStringValue() - Exception getting value [id] - value type is 4 not 2
4712  63c   06/30 08:46:19 1087953 CvJson::GetStringValue() - Exception getting value [id] - value type is 4 not 2
4712  63c   06/30 08:46:19 1087953 CvJson::GetStringValue() - Exception getting value [id] - value type is 4 not 2
4712  63c   06/30 08:46:19 1087953 CVGit::GitBackupRepoNodeInfo::Log(48) - m_strUserName [TestingMetallic], m_strAccountName [rrskumar4], m_strRepoName [PowerCLI-Example-Scripts], m_strRepoURL [https://github.com/rrskumar4/PowerCLI-Example-Scripts.git] 
4712  63c   06/30 08:46:19 1087953 CvJson::GetStringValue() - Exception getting value [id] - value type is 4 not 2
4712  63c   06/30 08:46:19 1087953 CVGit::GitBackupRepoNodeInfo::Log(48) - m_strUserName [TestingMetallic], m_strAccountName [rrskumar4], m_strRepoName [TestMetallicRepo], m_strRepoURL [https://github.com/rrskumar4/TestMetallicRepo.git] 
4712  63c   06/30 08:46:19 1087953 CvJson::GetStringValue() - Exception getting value [id] - value type is 4 not 2
4712  63c   06/30 08:46:19 1087953 CVGit::GitBackupRepoNodeInfo::Log(48) - m_strUserName [TestingMetallic], m_strAccountName [rrskumar4], m_strRepoName [san2], m_strRepoURL [https://github.com/rrskumar4/san2.git] 
4712  63c   06/30 08:46:19 1087953 DistributedIDA::CMaster::UpdateJMMisc(489) - Updating client list [8426] to JM Misc table
4712  1ca4  06/30 08:46:20 1087953 DistributedIDA::CCoordinatorReports::Run(147) - Reports are printed every 300 seconds
4712  1e98  06/30 08:46:20 1087953 DistributedIDA::CMaster::streamRefresh(3534) - Started
4712  63c   06/30 08:46:20 1087953 DistributedIDA::CMaster::checkAdditionalStreams(1252) - for type 1 required streams:4 tasks:3 streams available:4
4712  63c   06/30 08:46:20 1087953 DistributedIDA::CMaster::registerNodes(1006) - common agents arguments:-j 1087953 -backup -a 2:23682 -t 1 -at 134 -i 2 -d SanBGW*sanbgw*8400 -io 1 -r 0 -jt 1087953:4:1:0:0:32808 -idxma SanBGW*sanbgw*8400 -numstreams 4 -pkg Git -startTime 1656603954 -lf 0 -li 0 -ls 0 -attrEx 0 -cn sanbgw -vm Instance001 -controller -phase backup
4712  63c   06/30 08:46:20 1087953 DistributedIDA::CMaster::registerNodes(1009) - common agents arguments:-j 1087953 -backup -a 2:23682 -t 1 -at 134 -i 2 -d SanBGW*sanbgw*8400 -io 1 -r 0 -jt 1087953:4:1:0:0:32808 -idxma SanBGW*sanbgw*8400 -numstreams 4 -pkg Git -startTime 1656603954 -lf 0 -li 0 -ls 0 -attrEx 0 -vm Instance001 -controller -phase backup
4712  63c   06/30 08:46:20 1087953 DistributedIDA::CMaster::registerNodes(1012) - common agents arguments:-j 1087953 -backup -a 2:23682 -t 1 -at 134 -i 2 -d SanBGW*sanbgw*8400 -io 1 -r 0 -jt 1087953:4:1:0:0:32808 -idxma SanBGW*sanbgw*8400 -numstreams 4 -pkg Git -startTime 1656603954 -lf 0 -li 0 -ls 0 -attrEx 0 -controller -phase backup
4712  63c   06/30 08:46:20 1087953 DistributedIDA::CMaster::registerNodes(1064) - for sanbgw: -numstreams 4 
4712  63c   06/30 08:46:20 1087953 CVRemoteAgentServer::AddAgent() - Added Agent [sanbgw]
4712  63c   06/30 08:46:20 1087953 CVRemoteAgentServer::StartRemoteAgent() - Starting Remote Agent [sanbgw]
4712  63c   06/30 08:46:20 1087953 CVRemoteAgentServer::StartRemoteAgent() - Launching agent executable [CVDistributor.exe] on [SanBGW*sanbgw*8400] with args [-j 1087953 -backup -a 2:23682 -t 1 -at 134 -i 2 -d SanBGW*sanbgw*8400 -io 1 -r 0 -jt 1087953:4:1:0:0:32808 -idxma SanBGW*sanbgw*8400 -pkg Git -startTime 1656603954 -lf 0 -li 0 -ls 0 -attrEx 0 -controller -phase backup -numstreams 4 ]
4712  63c   06/30 08:46:21 1087953 CVRemoteAgentServer::StartRemoteAgent() - Started Agent [sanbgw]
4712  63c   06/30 08:46:21 1087953 DistributedIDA::CMaster::OnAgentStarted(2024) - Got AgentStarted for sanbgw
4712  63c   06/30 08:46:21 1087953 DistributedIDA::CMaster::StreamRequest(2940) - StreamRequest from sanbgw of type 1 requestId=1
4712  63c   06/30 08:46:22 1087953 DistributedIDA::CMaster::DispatchStreams(1294) - IDA failed create advisor object. Will use default implementation.
4712  63c   06/30 08:46:22 1087953 DistributedIDA::CStreamAssignmentAdvisor::assignStreamToNode(101) - considering task 1 with status 1
4712  63c   06/30 08:46:22 1087953 DistributedIDA::CStreamAssignmentAdvisor::assignStreamToNode(101) - considering task 2 with status 1
4712  63c   06/30 08:46:22 1087953 DistributedIDA::CStreamAssignmentAdvisor::assignStreamToNode(101) - considering task 3 with status 1
4712  63c   06/30 08:46:22 1087953 DistributedIDA::CStreamAssignmentAdvisor::assignStreamToNode(203) - added stream 2 running on sanbgw(8426) with MA ID:8426
4712  63c   06/30 08:46:22 1087953 DistributedIDA::CStreamAssignmentAdvisor::assignStreamToNode(203) - added stream 3 running on sanbgw(8426) with MA ID:8426
4712  63c   06/30 08:46:22 1087953 DistributedIDA::CStreamAssignmentAdvisor::assignStreamToNode(203) - added stream 4 running on sanbgw(8426) with MA ID:8426
4712  63c   06/30 08:46:22 1087953 DistributedIDA::CStreamAssignmentAdvisor::assignStreamToNode(203) - added stream 5 running on sanbgw(8426) with MA ID:8426
4712  63c   06/30 08:46:22 1087953 DistributedIDA::ICoordinator::updateNodeWithStream(481) - will update node sanbgw counters accourding to new state 2
4712  63c   06/30 08:46:22 1087953 DistributedIDA::CMaster::sendStreamToNode(3682) - node [sanbgw] platform:6 (2) MA id:8426 Node id:8426 isMAExchangeAllowed:1 node.isExchangeReservations:1, rcId:2177329 streamId:5
4712  63c   06/30 08:46:22 1087953 DistributedIDA::CMaster::StreamRequest(2940) - StreamRequest from sanbgw of type 1 requestId=2
4712  63c   06/30 08:46:22 1087953 DistributedIDA::CStreamAssignmentAdvisor::assignStreamToNode(101) - considering task 1 with status 1
4712  63c   06/30 08:46:22 1087953 DistributedIDA::CStreamAssignmentAdvisor::assignStreamToNode(101) - considering task 2 with status 1
4712  63c   06/30 08:46:22 1087953 DistributedIDA::CStreamAssignmentAdvisor::assignStreamToNode(101) - considering task 3 with status 1
4712  63c   06/30 08:46:22 1087953 DistributedIDA::CStreamAssignmentAdvisor::assignStreamToNode(203) - added stream 2 running on sanbgw(8426) with MA ID:8426
4712  63c   06/30 08:46:22 1087953 DistributedIDA::CStreamAssignmentAdvisor::assignStreamToNode(203) - added stream 3 running on sanbgw(8426) with MA ID:8426
4712  63c   06/30 08:46:22 1087953 DistributedIDA::CStreamAssignmentAdvisor::assignStreamToNode(203) - added stream 4 running on sanbgw(8426) with MA ID:8426
